variant,finding_type,feature,family,n_nan,n_inf,n_unique,std
raw,mass,original_glcm_InverseVariance,glcm,0,0,1696,0.07369589838970816
raw,mass,original_glcm_JointAverage,glcm,0,0,1696,3.193667155557849
raw,mass,original_glcm_JointEnergy,glcm,0,0,1696,0.01223275107979478
raw,mass,original_glcm_JointEntropy,glcm,0,0,1696,0.5925283482531273
raw,mass,original_glcm_MCC,glcm,0,0,1696,0.019644853481177588
raw,mass,original_glcm_MaximumProbability,glcm,0,0,1696,0.028105645207128757
raw,mass,original_glcm_SumAverage,glcm,0,0,1696,6.387334311115698
raw,mass,original_glcm_SumEntropy,glcm,0,0,1696,0.3041125516830047
raw,mass,original_glcm_SumSquares,glcm,0,0,1696,12.066679171610016
raw,mass,original_glrlm_GrayLevelNonUniformity,glrlm,0,0,1696,1845.241895686341
raw,mass,original_glrlm_GrayLevelNonUniformityNormalized,glrlm,0,0,1696,0.014677651877662517
raw,mass,original_glrlm_GrayLevelVariance,glrlm,0,0,1696,11.709711375686936
raw,mass,original_glrlm_HighGrayLevelRunEmphasis,glrlm,0,0,1696,109.37687287124375
raw,mass,original_glrlm_LongRunEmphasis,glrlm,0,0,1696,8.095219801181612
raw,mass,original_glrlm_LongRunHighGrayLevelEmphasis,glrlm,0,0,1696,5435.85283315121
raw,mass,original_glrlm_LongRunLowGrayLevelEmphasis,glrlm,0,0,1696,0.7297942508541809
raw,mass,original_glrlm_LowGrayLevelRunEmphasis,glrlm,0,0,1696,0.005504826803077009
raw,mass,original_glrlm_RunEntropy,glrlm,0,0,1696,0.6161741972327984
raw,mass,original_glrlm_RunLengthNonUniformity,glrlm,0,0,1696,9913.691641001451
raw,mass,original_glrlm_RunLengthNonUniformityNormalized,glrlm,0,0,1696,0.13320707806798252
raw,mass,original_glrlm_RunPercentage,glrlm,0,0,1696,0.1423806343213685
raw,mass,original_glrlm_RunVariance,glrlm,0,0,1696,4.849875841746985
raw,mass,original_glrlm_ShortRunEmphasis,glrlm,0,0,1696,0.1330041123194483
raw,mass,original_glrlm_ShortRunHighGrayLevelEmphasis,glrlm,0,0,1696,69.2812752537586
raw,mass,original_glrlm_ShortRunLowGrayLevelEmphasis,glrlm,0,0,1696,0.0027194393425239425
raw,calcification,original_shape2D_Elongation,shape2D,0,0,1870,0.19252402355694853
raw,calcification,original_shape2D_MajorAxisLength,shape2D,0,0,1870,556.1009568337314
raw,calcification,original_shape2D_MaximumDiameter,shape2D,0,0,1430,543.1687953439368
raw,calcification,original_shape2D_MeshSurface,shape2D,0,0,1842,528456.653522897
raw,calcification,original_shape2D_MinorAxisLength,shape2D,0,0,1870,295.9215867192973
raw,calcification,original_shape2D_Perimeter,shape2D,0,0,1852,1533.9252219094676
raw,calcification,original_shape2D_PerimeterSurfaceRatio,shape2D,0,0,1870,0.02097477779005609
raw,calcification,original_shape2D_PixelSurface,shape2D,0,0,1842,528456.6513703362
raw,calcification,original_shape2D_Sphericity,shape2D,0,0,1870,0.11576741793667132
raw,calcification,original_firstorder_10Percentile,firstorder,0,0,1392,9771.380302694388
raw,calcification,original_firstorder_90Percentile,firstorder,0,0,1426,8665.72547381135
raw,calcification,original_firstorder_Energy,firstorder,0,0,1872,729872348845615.2
raw,calcification,original_firstorder_Entropy,firstorder,0,0,1872,0.3986602046655096
raw,calcification,original_firstorder_InterquartileRange,firstorder,0,0,1108,4419.404871460174
raw,calcification,original_firstorder_Kurtosis,firstorder,0,0,1872,3.9709307750262086
raw,calcification,original_firstorder_Maximum,firstorder,0,0,1343,7804.288984340683
raw,calcification,original_firstorder_MeanAbsoluteDeviation,firstorder,0,0,1872,2279.7838875952593
raw,calcification,original_firstorder_Mean,firstorder,0,0,1872,8504.931854827508
raw,calcification,original_firstorder_Median,firstorder,0,0,1383,8735.892435858268
raw,calcification,original_firstorder_Minimum,firstorder,0,0,1347,11042.131834703763
raw,calcification,original_firstorder_Range,firstorder,0,0,1558,11453.084141082736
raw,calcification,original_firstorder_RobustMeanAbsoluteDeviation,firstorder,0,0,1872,1861.2352509669327
raw,calcification,original_firstorder_RootMeanSquared,firstorder,0,0,1872,8318.76035594895
raw,calcification,original_firstorder_Skewness,firstorder,0,0,1872,0.9934447804137735
raw,calcification,original_firstorder_TotalEnergy,firstorder,0,0,1872,729872348845615.2
raw,calcification,original_firstorder_Uniformity,firstorder,0,0,1872,0.04019116912601508
raw,calcification,original_firstorder_Variance,firstorder,0,0,1872,38957669.263494566
raw,calcification,original_glcm_Autocorrelation,glcm,0,0,1872,127.2522774950919
raw,calcification,original_glcm_ClusterProminence,glcm,0,0,1872,58885.11585787484
raw,calcification,original_glcm_ClusterShade,glcm,0,0,1872,1522.2506269654716
raw,calcification,original_glcm_ClusterTendency,glcm,0,0,1872,70.10164190127077
raw,calcification,original_glcm_Contrast,glcm,0,0,1872,1.02116352749436
raw,calcification,original_glcm_Correlation,glcm,0,0,1872,0.029437216820704517
raw,calcification,original_glcm_DifferenceAverage,glcm,0,0,1872,0.34088353951531164
raw,calcification,original_glcm_DifferenceEntropy,glcm,0,0,1872,0.39726213568695534
raw,calcification,original_glcm_DifferenceVariance,glcm,0,0,1872,0.4367993224477017
raw,calcification,original_glcm_Id,glcm,0,0,1872,0.10332756347699715
raw,calcification,original_glcm_Idm,glcm,0,0,1872,0.11853576361447349
raw,calcification,original_glcm_Idmn,glcm,0,0,1872,0.000977544418372524
raw,calcification,original_glcm_Idn,glcm,0,0,1872,0.009809633103006705
raw,calcification,original_glcm_Imc1,glcm,0,0,1872,0.13640337790803855
raw,calcification,original_glcm_Imc2,glcm,0,0,1872,0.0194834770710392
raw,calcification,original_glcm_InverseVariance,glcm,0,0,1872,0.09419615287322929
raw,calcification,original_glcm_JointAverage,glcm,0,0,1872,4.055574597764222
raw,calcification,original_glcm_JointEnergy,glcm,0,0,1872,0.03583822110565268
raw,calcification,original_glcm_JointEntropy,glcm,0,0,1872,0.6653542967392051
raw,calcification,original_glcm_MCC,glcm,0,0,1872,0.023977885917536686
raw,calcification,original_glcm_MaximumProbability,glcm,0,0,1871,0.05072840468486089
raw,calcification,original_glcm_SumAverage,glcm,0,0,1872,8.111149195528444
raw,calcification,original_glcm_SumEntropy,glcm,0,0,1872,0.41931498684222357
raw,calcification,original_glcm_SumSquares,glcm,0,0,1872,17.53217743041862
raw,calcification,original_glrlm_GrayLevelNonUniformity,glrlm,0,0,1872,9770.035013941462
raw,calcification,original_glrlm_GrayLevelNonUniformityNormalized,glrlm,0,0,1872,0.022798235122736106
raw,calcification,original_glrlm_GrayLevelVariance,glrlm,0,0,1872,15.334712238311633
raw,calcification,original_glrlm_HighGrayLevelRunEmphasis,glrlm,0,0,1872,118.86576884893395
raw,calcification,original_glrlm_LongRunEmphasis,glrlm,0,0,1872,50.285614256114734
raw,calcification,original_glrlm_LongRunHighGrayLevelEmphasis,glrlm,0,0,1872,12328.111860950512
raw,calcification,original_glrlm_LongRunLowGrayLevelEmphasis,glrlm,0,0,1872,42.78960388856485
raw,calcification,original_glrlm_LowGrayLevelRunEmphasis,glrlm,0,0,1872,0.013818879575656421
raw,calcification,original_glrlm_RunEntropy,glrlm,0,0,1872,0.821518705125873
raw,calcification,original_glrlm_RunLengthNonUniformity,glrlm,0,0,1872,35667.711790858135
raw,calcification,original_glrlm_RunLengthNonUniformityNormalized,glrlm,0,0,1872,0.14746895889018763
raw,calcification,original_glrlm_RunPercentage,glrlm,0,0,1872,0.1639218076673824
raw,calcification,original_glrlm_RunVariance,glrlm,0,0,1872,45.620209956926615
raw,calcification,original_glrlm_ShortRunEmphasis,glrlm,0,0,1872,0.1580725702915019
raw,calcification,original_glrlm_ShortRunHighGrayLevelEmphasis,glrlm,0,0,1872,63.779455257883136
raw,calcification,original_glrlm_ShortRunLowGrayLevelEmphasis,glrlm,0,0,1872,0.007192802390090961
clahe,mass,original_shape2D_Elongation,shape2D,0,0,1696,0.10892306941528397
clahe,mass,original_shape2D_MajorAxisLength,shape2D,0,0,1696,138.91999817421424
clahe,mass,original_shape2D_MaximumDiameter,shape2D,0,0,1663,147.61067037359044
clahe,mass,original_shape2D_MeshSurface,shape2D,0,0,1693,80890.70057090416
clahe,mass,original_shape2D_MinorAxisLength,shape2D,0,0,1696,113.45953876092236
clahe,mass,original_shape2D_Perimeter,shape2D,0,0,1694,948.1345767316647
clahe,mass,original_shape2D_PerimeterSurfaceRatio,shape2D,0,0,1696,0.011800567398539432
clahe,mass,original_shape2D_PixelSurface,shape2D,0,0,1685,80891.67360036194
clahe,mass,original_shape2D_Sphericity,shape2D,0,0,1696,0.09444018371103553
clahe,mass,original_firstorder_10Percentile,firstorder,0,0,184,33.85215025541682
clahe,mass,original_firstorder_90Percentile,firstorder,0,0,138,26.92926302534094
clahe,mass,original_firstorder_Energy,firstorder,0,0,1696,2892623958.7980747
clahe,mass,original_firstorder_Entropy,firstorder,0,0,1696,0.22925339370596473
clahe,mass,original_firstorder_InterquartileRange,firstorder,0,0,94,15.178956235376269
clahe,mass,original_firstorder_Kurtosis,firstorder,0,0,1696,0.8779418270990204
clahe,mass,original_firstorder_Maximum,firstorder,0,0,115,22.89090944872836
clahe,mass,original_firstorder_MeanAbsoluteDeviation,firstorder,0,0,1696,7.779497039178393
clahe,mass,original_firstorder_Mean,firstorder,0,0,1696,28.31224866865728
clahe,mass,original_firstorder_Median,firstorder,0,0,154,29.27518953880533
clahe,mass,original_firstorder_Minimum,firstorder,0,0,170,35.48871368741616
clahe,mass,original_firstorder_Range,firstorder,0,0,179,36.39170662696865
clahe,mass,original_firstorder_RobustMeanAbsoluteDeviation,firstorder,0,0,1696,6.235320212347811
clahe,mass,original_firstorder_RootMeanSquared,firstorder,0,0,1696,27.554971533770527
clahe,mass,original_firstorder_Skewness,firstorder,0,0,1696,0.4069048423731859
clahe,mass,original_firstorder_TotalEnergy,firstorder,0,0,1696,2892623958.7980747
clahe,mass,original_firstorder_Uniformity,firstorder,0,0,1696,0.012047768683086369
clahe,mass,original_firstorder_Variance,firstorder,0,0,1696,553.5306816293686
clahe,mass,original_glcm_Autocorrelation,glcm,0,0,1696,103.09233809389586
clahe,mass,original_glcm_ClusterProminence,glcm,0,0,1696,33439.44254220572
clahe,mass,original_glcm_ClusterShade,glcm,0,0,1696,809.4234579137882
clahe,mass,original_glcm_ClusterTendency,glcm,0,0,1696,47.45449775663802
clahe,mass,original_glcm_Contrast,glcm,0,0,1696,1.1352670160538576
clahe,mass,original_glcm_Correlation,glcm,0,0,1696,0.022330571634787688
clahe,mass,original_glcm_DifferenceAverage,glcm,0,0,1696,0.32872100861399184
clahe,mass,original_glcm_DifferenceEntropy,glcm,0,0,1696,0.357105080308902
clahe,mass,original_glcm_DifferenceVariance,glcm,0,0,1696,0.4828077443911474
clahe,mass,original_glcm_Id,glcm,0,0,1696,0.08430648170883016
clahe,mass,original_glcm_Idm,glcm,0,0,1696,0.1007071297650252
clahe,mass,original_glcm_Idmn,glcm,0,0,1696,0.0010841524886208733
clahe,mass,original_glcm_Idn,glcm,0,0,1696,0.00932673025253493
clahe,mass,original_glcm_Imc1,glcm,0,0,1696,0.10637039824267307
clahe,mass,original_glcm_Imc2,glcm,0,0,1696,0.010625140592465354
clahe,mass,original_glcm_InverseVariance,glcm,0,0,1696,0.04713887192131671
clahe,mass,original_glcm_JointAverage,glcm,0,0,1696,2.5997062939852404
clahe,mass,original_glcm_JointEnergy,glcm,0,0,1696,0.007890469443690661
clahe,mass,original_glcm_JointEntropy,glcm,0,0,1696,0.4962682758331467
clahe,mass,original_glcm_MCC,glcm,0,0,1696,0.02065726323455711
clahe,mass,original_glcm_MaximumProbability,glcm,0,0,1696,0.02069715795304504
clahe,mass,original_glcm_SumAverage,glcm,0,0,1696,5.199412587970481
clahe,mass,original_glcm_SumEntropy,glcm,0,0,1696,0.23705024983004513
clahe,mass,original_glcm_SumSquares,glcm,0,0,1696,11.797369369119284
clahe,mass,original_glrlm_GrayLevelNonUniformity,glrlm,0,0,1696,2075.8338160190256
clahe,mass,original_glrlm_GrayLevelNonUniformityNormalized,glrlm,0,0,1696,0.01023128292906681
clahe,mass,original_glrlm_GrayLevelVariance,glrlm,0,0,1696,10.573103807739438
clahe,mass,original_glrlm_HighGrayLevelRunEmphasis,glrlm,0,0,1696,93.43394675929173
clahe,mass,original_glrlm_LongRunEmphasis,glrlm,0,0,1696,4.536598898905777
clahe,mass,original_glrlm_LongRunHighGrayLevelEmphasis,glrlm,0,0,1696,3043.7841030034915
clahe,mass,original_glrlm_LongRunLowGrayLevelEmphasis,glrlm,0,0,1696,0.6620261184409415
clahe,mass,original_glrlm_LowGrayLevelRunEmphasis,glrlm,0,0,1696,0.0035067310442925405
clahe,mass,original_glrlm_RunEntropy,glrlm,0,0,1696,0.5138834792543506
clahe,mass,original_glrlm_RunLengthNonUniformity,glrlm,0,0,1696,13335.095492308654
clahe,mass,original_glrlm_RunLengthNonUniformityNormalized,glrlm,0,0,1696,0.11459550229468755
clahe,mass,original_glrlm_RunPercentage,glrlm,0,0,1696,0.11854765120635649
clahe,mass,original_glrlm_RunVariance,glrlm,0,0,1696,2.5945340154519294
clahe,mass,original_glrlm_ShortRunEmphasis,glrlm,0,0,1696,0.10503332475419314
clahe,mass,original_glrlm_ShortRunHighGrayLevelEmphasis,glrlm,0,0,1696,70.19944722518618
clahe,mass,original_glrlm_ShortRunLowGrayLevelEmphasis,glrlm,0,0,1696,0.0019865098079296863
clahe,calcification,original_shape2D_Elongation,shape2D,0,0,1870,0.19252402355694853
clahe,calcification,original_shape2D_MajorAxisLength,shape2D,0,0,1870,556.1009568337314
clahe,calcification,original_shape2D_MaximumDiameter,shape2D,0,0,1430,543.1687953439368
clahe,calcification,original_shape2D_MeshSurface,shape2D,0,0,1842,528456.653522897
clahe,calcification,original_shape2D_MinorAxisLength,shape2D,0,0,1870,295.9215867192973
clahe,calcification,original_shape2D_Perimeter,shape2D,0,0,1852,1533.9252219094676
clahe,calcification,original_shape2D_PerimeterSurfaceRatio,shape2D,0,0,1870,0.02097477779005609
clahe,calcification,original_shape2D_PixelSurface,shape2D,0,0,1842,528456.6513703362
clahe,calcification,original_shape2D_Sphericity,shape2D,0,0,1870,0.11576741793667132
clahe,calcification,original_firstorder_10Percentile,firstorder,0,0,208,36.44390365016775
clahe,calcification,original_firstorder_90Percentile,firstorder,0,0,176,31.88986668701044
clahe,calcification,original_firstorder_Energy,firstorder,0,0,1872,11950317885.698565
clahe,calcification,original_firstorder_Entropy,firstorder,0,0,1872,0.2869866705369309
clahe,calcification,original_firstorder_InterquartileRange,firstorder,0,0,112,19.001145661504115
clahe,calcification,original_firstorder_Kurtosis,firstorder,0,0,1872,1.398744385621313
clahe,calcification,original_firstorder_Maximum,firstorder,0,0,121,22.76749938036095
clahe,calcification,original_firstorder_MeanAbsoluteDeviation,firstorder,0,0,1872,9.356891736552686
clahe,calcification,original_firstorder_Mean,firstorder,0,0,1872,31.68531481789414
clahe,calcification,original_firstorder_Median,firstorder,0,0,174,33.594416538321
clahe,calcification,original_firstorder_Minimum,firstorder,0,0,189,39.103114006596776
clahe,calcification,original_firstorder_Range,firstorder,0,0,208,41.89254679187322
clahe,calcification,original_firstorder_RobustMeanAbsoluteDeviation,firstorder,0,0,1872,7.740453307656048
clahe,calcification,original_firstorder_RootMeanSquared,firstorder,0,0,1872,30.727446945347967
clahe,calcification,original_firstorder_Skewness,firstorder,0,0,1872,0.6557911198432241
clahe,calcification,original_firstorder_TotalEnergy,firstorder,0,0,1872,11950317885.698565
clahe,calcification,original_firstorder_Uniformity,firstorder,0,0,1872,0.03460417401919455
clahe,calcification,original_firstorder_Variance,firstorder,0,0,1872,717.7545280434039
clahe,calcification,original_glcm_Autocorrelation,glcm,0,0,1872,118.93779805423017
clahe,calcification,original_glcm_ClusterProminence,glcm,0,0,1872,46006.06686177385
clahe,calcification,original_glcm_ClusterShade,glcm,0,0,1872,1260.1127306489789
clahe,calcification,original_glcm_ClusterTendency,glcm,0,0,1872,60.07651089185771
clahe,calcification,original_glcm_Contrast,glcm,0,0,1872,1.4361967928357813
clahe,calcification,original_glcm_Correlation,glcm,0,0,1872,0.03177147252853108
clahe,calcification,original_glcm_DifferenceAverage,glcm,0,0,1872,0.39442883437665816
clahe,calcification,original_glcm_DifferenceEntropy,glcm,0,0,1872,0.41576379004989616
clahe,calcification,original_glcm_DifferenceVariance,glcm,0,0,1872,0.6085294760362749
clahe,calcification,original_glcm_Id,glcm,0,0,1872,0.09705423952746382
clahe,calcification,original_glcm_Idm,glcm,0,0,1872,0.11634883202800726
clahe,calcification,original_glcm_Idmn,glcm,0,0,1872,0.0013723908092123395
clahe,calcification,original_glcm_Idn,glcm,0,0,1872,0.011131909539110963
clahe,calcification,original_glcm_Imc1,glcm,0,0,1872,0.12716892312875155
clahe,calcification,original_glcm_Imc2,glcm,0,0,1872,0.019016694460955372
clahe,calcification,original_glcm_InverseVariance,glcm,0,0,1872,0.0595047295907516
clahe,calcification,original_glcm_JointAverage,glcm,0,0,1872,3.4544873657469584
clahe,calcification,original_glcm_JointEnergy,glcm,0,0,1872,0.03401970475067032
clahe,calcification,original_glcm_JointEntropy,glcm,0,0,1872,0.5532031772129764
clahe,calcification,original_glcm_MCC,glcm,0,0,1872,0.025245908320607337
clahe,calcification,original_glcm_MaximumProbability,glcm,0,0,1870,0.046432782719065605
clahe,calcification,original_glcm_SumAverage,glcm,0,0,1872,6.908974731493917
clahe,calcification,original_glcm_SumEntropy,glcm,0,0,1872,0.3091293370862352
clahe,calcification,original_glcm_SumSquares,glcm,0,0,1872,14.978267651716846
clahe,calcification,original_glrlm_GrayLevelNonUniformity,glrlm,0,0,1872,12771.148336715622
clahe,calcification,original_glrlm_GrayLevelNonUniformityNormalized,glrlm,0,0,1872,0.012163957899524118
clahe,calcification,original_glrlm_GrayLevelVariance,glrlm,0,0,1872,12.257157060538116
clahe,calcification,original_glrlm_HighGrayLevelRunEmphasis,glrlm,0,0,1872,109.27464826277121
clahe,calcification,original_glrlm_LongRunEmphasis,glrlm,0,0,1872,32.22790328374479
clahe,calcification,original_glrlm_LongRunHighGrayLevelEmphasis,glrlm,0,0,1872,2895.950579639819
clahe,calcification,original_glrlm_LongRunLowGrayLevelEmphasis,glrlm,0,0,1872,31.0726932043286
clahe,calcification,original_glrlm_LowGrayLevelRunEmphasis,glrlm,0,0,1872,0.011246891051240234
clahe,calcification,original_glrlm_RunEntropy,glrlm,0,0,1872,0.6175523494374445
clahe,calcification,original_glrlm_RunLengthNonUniformity,glrlm,0,0,1872,90534.21288101334
clahe,calcification,original_glrlm_RunLengthNonUniformityNormalized,glrlm,0,0,1872,0.13170154428523728
clahe,calcification,original_glrlm_RunPercentage,glrlm,0,0,1872,0.1352975194479909
clahe,calcification,original_glrlm_RunVariance,glrlm,0,0,1872,29.613698868363038
clahe,calcification,original_glrlm_ShortRunEmphasis,glrlm,0,0,1872,0.1208498605544416
clahe,calcification,original_glrlm_ShortRunHighGrayLevelEmphasis,glrlm,0,0,1872,68.18212219517017
clahe,calcification,original_glrlm_ShortRunLowGrayLevelEmphasis,glrlm,0,0,1872,0.005309388526395892
